VS,Batting, ,Batting Possition,Match Id,Teaminnings,R,B,M,4s,6s,SR
Pakistan VS England,Saleem Malik ,c †Downton b DeFreitas,3,ODI # 455,Pakistan,65,80,-,8,0,81.25
Pakistan VS England,Javed Miandad ,lbw b DeFreitas,4,ODI # 455,Pakistan,23,50,-,3,0,46.00
Pakistan VS England,Ijaz Ahmed ,c Robinson b Small,5,ODI # 455,Pakistan,59,59,-,4,1,100.00
Pakistan VS England,Imran Khan (c), b Small,6,ODI # 455,Pakistan,22,32,-,2,0,68.75
Pakistan VS England,Wasim Akram , b DeFreitas,7,ODI # 455,Pakistan,5,3,-,1,0,166.66
Pakistan VS England,Saleem Yousuf †,not out ,8,ODI # 455,Pakistan,16,10,-,0,0,160.00
Pakistan VS England,Abdul Qadir ,not out ,9,ODI # 455,Pakistan,12,7,-,1,1,171.42
Pakistan VS England,Graham Gooch , b Abdul Qadir,1,ODI # 455,England,21,41,-,3,0,51.21
Pakistan VS England,Chris Broad , b Tauseef Ahmed,2,ODI # 455,England,36,78,-,2,0,46.15
Pakistan VS England,Tim Robinson , b Abdul Qadir,3,ODI # 455,England,33,62,-,1,0,53.22
Pakistan VS England,Mike Gatting (c), b Saleem Jaffar,4,ODI # 455,England,43,47,-,4,0,91.48
Pakistan VS England,Allan Lamb ,lbw b Abdul Qadir,5,ODI # 455,England,30,38,-,3,0,78.94
Pakistan VS England,Derek Pringle ,run out ,6,ODI # 455,England,8,14,-,0,0,57.14
Pakistan VS England,John Emburey ,run out ,7,ODI # 455,England,1,1,-,0,0,100.00
Pakistan VS England,Paul Downton †,c †Saleem Yousuf b Abdul Qadir,8,ODI # 455,England,0,2,-,0,0,0.00
Pakistan VS England,Phil DeFreitas ,not out ,9,ODI # 455,England,3,3,-,0,0,100.00
Pakistan VS England,Neil Foster ,run out ,10,ODI # 455,England,6,5,-,0,0,120.00
Pakistan VS England,Gladstone Small ,lbw b Saleem Jaffar,11,ODI # 455,England,0,1,-,0,0,0.00
New Zealand VS Zimbabwe,Martin Snedden ,c Waller b Rawson,1,ODI # 454,New Zealand,64,96,130,3,0,66.66
New Zealand VS Zimbabwe,John Wright ,c †Houghton b Traicos,2,ODI # 454,New Zealand,18,40,54,1,0,45.00
New Zealand VS Zimbabwe,Martin Crowe ,c & b Rawson,3,ODI # 454,New Zealand,72,88,93,5,1,81.81
New Zealand VS Zimbabwe,Andrew Jones ,c Brandes b Omarshah,4,ODI # 454,New Zealand,0,6,4,0,0,0.00
New Zealand VS Zimbabwe,Jeff Crowe (c),c Brown b Curran,5,ODI # 454,New Zealand,31,35,38,2,0,88.57
New Zealand VS Zimbabwe,Dipak Patel ,lbw b Omarshah,6,ODI # 454,New Zealand,0,2,3,0,0,0.00
New Zealand VS Zimbabwe,John Bracewell ,not out ,7,ODI # 454,New Zealand,13,20,38,0,0,65.00
New Zealand VS Zimbabwe,Ian Smith †,c Brown b Curran,8,ODI # 454,New Zealand,29,20,14,2,1,145.00
New Zealand VS Zimbabwe,Stephen Boock ,not out ,9,ODI # 454,New Zealand,0,0,1,0,0,-
New Zealand VS Zimbabwe,Robin Brown ,c JJ Crowe b Chatfield,1,ODI # 454,Zimbabwe,1,10,10,0,0,10.00
New Zealand VS Zimbabwe,Ali Shah ,lbw b Snedden,2,ODI # 454,Zimbabwe,5,13,11,0,0,38.46
New Zealand VS Zimbabwe,Dave Houghton †,c MD Crowe b Snedden,3,ODI # 454,Zimbabwe,142,137,178,13,6,103.64
New Zealand VS Zimbabwe,Andy Pycroft ,run out ,4,ODI # 454,Zimbabwe,12,22,37,2,0,54.54
New Zealand VS Zimbabwe,Kevin Curran ,c Boock b Watson,5,ODI # 454,Zimbabwe,4,8,6,0,0,50.00
New Zealand VS Zimbabwe,Andy Waller ,c †Smith b Watson,6,ODI # 454,Zimbabwe,5,14,17,0,0,35.71
New Zealand VS Zimbabwe,Grant Paterson ,c †Smith b Boock,7,ODI # 454,Zimbabwe,2,11,10,0,0,18.18
New Zealand VS Zimbabwe,Peter Rawson ,lbw b Boock,8,ODI # 454,Zimbabwe,1,10,10,0,0,10.00
New Zealand VS Zimbabwe,Iain Butchart ,run out ,9,ODI # 454,Zimbabwe,54,70,98,2,1,77.14
New Zealand VS Zimbabwe,Eddo Brandes ,run out ,10,ODI # 454,Zimbabwe,0,0,1,0,0,-
New Zealand VS Zimbabwe,John Traicos (c),not out ,11,ODI # 454,Zimbabwe,4,6,13,0,0,66.66
England VS West Indies,Desmond Haynes ,run out ,1,ODI # 452,West Indies,19,45,-,1,0,42.22
England VS West Indies,Carlisle Best , b DeFreitas,2,ODI # 452,West Indies,5,15,-,0,0,33.33
England VS West Indies,Richie Richardson , b Foster,3,ODI # 452,West Indies,53,80,-,8,0,66.25
England VS West Indies,Viv Richards (c), b Foster,4,ODI # 452,West Indies,27,36,-,3,0,75.00
England VS West Indies,Jeff Dujon †,run out ,5,ODI # 452,West Indies,46,76,-,3,0,60.52
England VS West Indies,Gus Logie , b Foster,6,ODI # 452,West Indies,49,41,-,3,1,119.51
England VS West Indies,Roger Harper , b Small,7,ODI # 452,West Indies,24,10,-,3,1,240.00
England VS West Indies,Carl Hooper ,not out ,8,ODI # 452,West Indies,1,2,-,0,0,50.00
England VS West Indies,Winston Benjamin ,not out ,9,ODI # 452,West Indies,7,2,-,1,0,350.00
England VS West Indies,Graham Gooch ,c †Dujon b Hooper,1,ODI # 452,England,47,93,-,3,0,50.53
England VS West Indies,Chris Broad ,c †Dujon b Walsh,2,ODI # 452,England,3,12,-,0,0,25.00
England VS West Indies,Tim Robinson ,run out ,3,ODI # 452,England,12,35,-,1,0,34.28
England VS West Indies,Mike Gatting (c), b Hooper,4,ODI # 452,England,25,23,-,3,0,108.69
England VS West Indies,Allan Lamb ,not out ,5,ODI # 452,England,67,68,-,5,1,98.52
England VS West Indies,Derek Pringle ,c Best b Hooper,6,ODI # 452,England,12,23,-,0,0,52.17
England VS West Indies,Paul Downton †,run out ,7,ODI # 452,England,3,4,-,0,0,75.00
England VS West Indies,John Emburey , b Patterson,8,ODI # 452,England,22,15,-,2,1,146.66
England VS West Indies,Phil DeFreitas , b Patterson,9,ODI # 452,England,23,21,-,2,0,109.52
England VS West Indies,Neil Foster ,not out ,10,ODI # 452,England,9,6,-,1,0,150.00
India VS Australia,David Boon ,lbw b Shastri,1,ODI # 453,Australia,49,68,-,5,0,72.05
India VS Australia,Geoff Marsh ,c Azharuddin b Prabhakar,2,ODI # 453,Australia,110,141,-,7,1,78.01
India VS Australia,Dean Jones ,c Sidhu b Maninder Singh,3,ODI # 453,Australia,39,35,-,2,2,111.42
India VS Australia,Allan Border (c), b Binny,4,ODI # 453,Australia,16,22,-,0,0,72.72
India VS Australia,Tom Moody ,c Kapil Dev b Prabhakar,5,ODI # 453,Australia,8,13,-,1,0,61.53
India VS Australia,Steve Waugh ,not out ,6,ODI # 453,Australia,19,17,-,0,0,111.76
India VS Australia,Simon O'Donnell ,run out ,7,ODI # 453,Australia,7,10,-,0,0,70.00
India VS Australia,Sunil Gavaskar ,c Reid b Taylor,1,ODI # 453,India,37,32,-,6,1,115.62
India VS Australia,Kris Srikkanth ,lbw b Waugh,2,ODI # 453,India,70,83,-,7,0,84.33
India VS Australia,Navjot Sidhu , b McDermott,3,ODI # 453,India,73,79,-,4,5,92.40
India VS Australia,Dilip Vengsarkar ,c Jones b McDermott,4,ODI # 453,India,29,45,-,2,0,64.44
India VS Australia,Mohammad Azharuddin , b McDermott,5,ODI # 453,India,10,14,-,1,0,71.42
India VS Australia,Kapil Dev (c),c Boon b O'Donnell,6,ODI # 453,India,6,10,-,0,0,60.00
India VS Australia,Ravi Shastri ,c & b McDermott,7,ODI # 453,India,12,11,-,1,0,109.09
India VS Australia,Kiran More †,not out ,8,ODI # 453,India,12,14,-,2,0,85.71
India VS Australia,Roger Binny ,run out ,9,ODI # 453,India,0,3,-,0,0,0.00
India VS Australia,Manoj Prabhakar ,run out ,10,ODI # 453,India,5,7,-,0,0,71.42
India VS Australia,Maninder Singh , b Waugh,11,ODI # 453,India,4,5,-,0,0,80.00
Pakistan VS Sri Lanka,Ramiz Raja ,c Ratnayake b Anurasiri,1,ODI # 451,Pakistan,76,115,-,3,0,66.08
Pakistan VS Sri Lanka,Ijaz Ahmed ,c †Kuruppu b Ratnayake,2,ODI # 451,Pakistan,16,34,-,2,0,47.05
Pakistan VS Sri Lanka,Mansoor Akhtar ,c Ratnayake b Ratnayeke,3,ODI # 451,Pakistan,12,23,-,0,0,52.17
Pakistan VS Sri Lanka,Javed Miandad , b Ratnayeke,4,ODI # 451,Pakistan,103,100,-,6,0,103.00
Pakistan VS Sri Lanka,Wasim Akram ,run out ,5,ODI # 451,Pakistan,14,14,-,0,0,100.00
Pakistan VS Sri Lanka,Saleem Malik ,not out ,6,ODI # 451,Pakistan,18,12,-,1,0,150.00
Pakistan VS Sri Lanka,Imran Khan (c), b Ratnayake,7,ODI # 451,Pakistan,2,4,-,0,0,50.00
Pakistan VS Sri Lanka,Saleem Yousuf †,not out ,8,ODI # 451,Pakistan,1,1,-,0,0,100.00
Pakistan VS Sri Lanka,Brendon Kuruppu †,c †Saleem Yousuf b Imran Khan,1,ODI # 451,Sri Lanka,9,24,-,1,0,37.50
Pakistan VS Sri Lanka,Roshan Mahanama ,c Javed Miandad b Mansoor Akhtar,2,ODI # 451,Sri Lanka,89,117,-,7,1,76.06
Pakistan VS Sri Lanka,Roy Dias , b Abdul Qadir,3,ODI # 451,Sri Lanka,5,21,-,0,0,23.80
Pakistan VS Sri Lanka,Arjuna Ranatunga , b Tauseef Ahmed,4,ODI # 451,Sri Lanka,24,29,-,3,0,82.75
Pakistan VS Sri Lanka,Duleep Mendis (c),run out ,5,ODI # 451,Sri Lanka,1,6,-,0,0,16.66
Pakistan VS Sri Lanka,Asanka Gurusinha , b Abdul Qadir,6,ODI # 451,Sri Lanka,37,39,-,2,1,94.87
Pakistan VS Sri Lanka,Aravinda de Silva , b Imran Khan,7,ODI # 451,Sri Lanka,42,32,-,3,1,131.25
Pakistan VS Sri Lanka,Ravi Ratnayeke ,c †Saleem Yousuf b Wasim Akram,8,ODI # 451,Sri Lanka,7,13,-,0,0,53.84
Pakistan VS Sri Lanka,Rumesh Ratnayake ,c Mudassar Nazar b Wasim Akram,9,ODI # 451,Sri Lanka,8,9,-,0,0,88.88
Pakistan VS Sri Lanka,Vinothen John ,not out ,10,ODI # 451,Sri Lanka,1,4,-,0,0,25.00
Pakistan VS Sri Lanka,Don Anurasiri ,run out ,11,ODI # 451,Sri Lanka,0,3,-,0,0,0.00
England VS Pakistan,Aamer Sohail ,c †Stewart b Pringle,1,ODI # 752,Pakistan,4,19,20,0,0,21.05
England VS Pakistan,Ramiz Raja ,lbw b Pringle,2,ODI # 752,Pakistan,8,26,36,1,0,30.76
England VS Pakistan,Imran Khan (c),c Illingworth b Botham,3,ODI # 752,Pakistan,72,110,159,5,1,65.45
England VS Pakistan,Javed Miandad ,c Botham b Illingworth,4,ODI # 752,Pakistan,58,98,125,4,0,59.18
England VS Pakistan,Inzamam-ul-Haq , b Pringle,5,ODI # 752,Pakistan,42,35,46,4,0,120.00
England VS Pakistan,Wasim Akram ,run out (†Stewart),6,ODI # 752,Pakistan,33,18,21,4,0,183.33
England VS Pakistan,Saleem Malik ,not out ,7,ODI # 752,Pakistan,0,1,2,0,0,0.00
England VS Pakistan,Graham Gooch (c),c Aaqib Javed b Mushtaq Ahmed,1,ODI # 752,England,29,66,93,1,0,43.93
England VS Pakistan,Ian Botham ,c †Moin Khan b Wasim Akram,2,ODI # 752,England,0,6,12,0,0,0.00
England VS Pakistan,Alec Stewart †,c †Moin Khan b Aaqib Javed,3,ODI # 752,England,7,16,22,1,0,43.75
England VS Pakistan,Graeme Hick ,lbw b Mushtaq Ahmed,4,ODI # 752,England,17,36,49,1,0,47.22
England VS Pakistan,Neil Fairbrother ,c †Moin Khan b Aaqib Javed,5,ODI # 752,England,62,70,97,3,0,88.57
England VS Pakistan,Allan Lamb , b Wasim Akram,6,ODI # 752,England,31,41,54,2,0,75.60
England VS Pakistan,Chris Lewis , b Wasim Akram,7,ODI # 752,England,0,1,6,0,0,0.00
England VS Pakistan,Dermot Reeve ,c Ramiz Raja b Mushtaq Ahmed,8,ODI # 752,England,15,32,38,0,0,46.87
England VS Pakistan,Derek Pringle ,not out ,9,ODI # 752,England,18,16,29,1,0,112.50
England VS Pakistan,Phil DeFreitas ,run out (Saleem Malik/†Moin Khan),10,ODI # 752,England,10,8,13,0,0,125.00
England VS Pakistan,Richard Illingworth ,c Ramiz Raja b Imran Khan,11,ODI # 752,England,14,10,9,2,0,140.00
England VS South Africa,Graham Gooch (c),c †Richardson b Donald,1,ODI # 751,England,2,8,15,0,0,25.00
England VS South Africa,Ian Botham , b Pringle,2,ODI # 751,England,21,23,38,3,0,91.30
England VS South Africa,Alec Stewart †,c †Richardson b McMillan,3,ODI # 751,England,33,54,87,4,0,61.11
England VS South Africa,Graeme Hick ,c Rhodes b Snell,4,ODI # 751,England,83,90,133,9,0,92.22
England VS South Africa,Neil Fairbrother , b Pringle,5,ODI # 751,England,28,50,64,1,0,56.00
England VS South Africa,Allan Lamb ,c †Richardson b Donald,6,ODI # 751,England,19,22,27,1,0,86.36
England VS South Africa,Chris Lewis ,not out ,7,ODI # 751,England,18,16,37,2,0,112.50
England VS South Africa,Dermot Reeve ,not out ,8,ODI # 751,England,25,14,13,4,0,178.57
England VS South Africa,Kepler Wessels (c),c Lewis b Botham,1,ODI # 751,South Africa,17,21,17,1,0,80.95
England VS South Africa,Andrew Hudson ,lbw b Illingworth,2,ODI # 751,South Africa,46,52,78,6,0,88.46
England VS South Africa,Peter Kirsten , b DeFreitas,3,ODI # 751,South Africa,11,26,30,0,0,42.30
England VS South Africa,Adrian Kuiper , b Illingworth,4,ODI # 751,South Africa,36,44,62,5,0,81.81
England VS South Africa,Hansie Cronje ,c Hick b Small,5,ODI # 751,South Africa,24,46,72,1,0,52.17
England VS South Africa,Jonty Rhodes ,c Lewis b Small,6,ODI # 751,South Africa,43,38,61,3,0,113.15
England VS South Africa,Brian McMillan ,not out ,7,ODI # 751,South Africa,21,21,41,0,0,100.00
England VS South Africa,David Richardson †,not out ,8,ODI # 751,South Africa,13,10,19,1,0,130.00
New Zealand VS Pakistan,Mark Greatbatch , b Aaqib Javed,1,ODI # 750,New Zealand,17,22,41,0,2,77.27
New Zealand VS Pakistan,John Wright ,c Ramiz Raja b Mushtaq Ahmed,2,ODI # 750,New Zealand,13,44,57,1,0,29.54
New Zealand VS Pakistan,Andrew Jones ,lbw b Mushtaq Ahmed,3,ODI # 750,New Zealand,21,53,60,2,0,39.62
New Zealand VS Pakistan,Martin Crowe (c),run out (Saleem Malik/†Moin Khan),4,ODI # 750,New Zealand,91,83,132,7,3,109.63
New Zealand VS Pakistan,Ken Rutherford ,c †Moin Khan b Wasim Akram,5,ODI # 750,New Zealand,50,68,68,5,1,73.52
New Zealand VS Pakistan,Chris Harris ,st †Moin Khan b Iqbal Sikander,6,ODI # 750,New Zealand,13,12,15,1,0,108.33
New Zealand VS Pakistan,Ian Smith †,not out ,7,ODI # 750,New Zealand,18,10,21,3,0,180.00
New Zealand VS Pakistan,Dipak Patel ,lbw b Wasim Akram,8,ODI # 750,New Zealand,8,6,10,1,0,133.33
New Zealand VS Pakistan,Gavin Larsen ,not out ,9,ODI # 750,New Zealand,8,6,7,1,0,133.33
New Zealand VS Pakistan,Aamer Sohail ,c Jones b Patel,1,ODI # 750,Pakistan,14,20,26,1,0,70.00
New Zealand VS Pakistan,Ramiz Raja ,c Morrison b Watson,2,ODI # 750,Pakistan,44,55,81,6,0,80.00
New Zealand VS Pakistan,Imran Khan (c),c Larsen b Harris,3,ODI # 750,Pakistan,44,93,98,1,2,47.31
New Zealand VS Pakistan,Javed Miandad ,not out ,4,ODI # 750,Pakistan,57,69,125,4,0,82.60
New Zealand VS Pakistan,Saleem Malik ,c sub (RT Latham) b Larsen,5,ODI # 750,Pakistan,1,2,4,0,0,50.00
New Zealand VS Pakistan,Inzamam-ul-Haq ,run out (Harris),6,ODI # 750,Pakistan,60,37,48,7,1,162.16
New Zealand VS Pakistan,Wasim Akram , b Watson,7,ODI # 750,Pakistan,9,8,12,1,0,112.50
New Zealand VS Pakistan,Moin Khan †,not out ,8,ODI # 750,Pakistan,20,11,15,2,1,181.81
Australia VS West Indies,Tom Moody ,c Benjamin b Simmons,1,ODI # 749,Australia,42,70,95,3,0,60.00
Australia VS West Indies,David Boon ,c †Williams b Cummins,2,ODI # 749,Australia,100,147,173,8,0,68.02
Australia VS West Indies,Dean Jones ,c †Williams b Cummins,3,ODI # 749,Australia,6,14,19,0,0,42.85
Australia VS West Indies,Allan Border (c),lbw b Simmons,4,ODI # 749,Australia,8,10,12,1,0,80.00
Australia VS West Indies,Mark Waugh ,st †Williams b Hooper,5,ODI # 749,Australia,21,31,38,0,0,67.74
Australia VS West Indies,Steve Waugh , b Cummins,6,ODI # 749,Australia,6,14,18,0,0,42.85
Australia VS West Indies,Ian Healy †,not out ,7,ODI # 749,Australia,11,11,22,0,0,100.00
Australia VS West Indies,Peter Taylor ,not out ,8,ODI # 749,Australia,10,6,9,1,0,166.66
Australia VS West Indies,Desmond Haynes ,c Jones b McDermott,1,ODI # 749,West Indies,14,24,27,2,0,58.33
Australia VS West Indies,Brian Lara ,run out ,2,ODI # 749,West Indies,70,97,180,3,0,72.16
Australia VS West Indies,Phil Simmons ,lbw b McDermott,3,ODI # 749,West Indies,0,1,1,0,0,0.00
Australia VS West Indies,Richie Richardson (c),c †Healy b Whitney,4,ODI # 749,West Indies,10,44,50,0,0,22.72
Australia VS West Indies,Keith Arthurton ,c McDermott b Whitney,5,ODI # 749,West Indies,15,21,16,1,0,71.42
Australia VS West Indies,Gus Logie ,c †Healy b Whitney,6,ODI # 749,West Indies,5,15,14,0,0,33.33
Australia VS West Indies,Carl Hooper ,c ME Waugh b Whitney,7,ODI # 749,West Indies,4,11,16,0,0,36.36
Australia VS West Indies,David Williams †,c Border b Reid,8,ODI # 749,West Indies,4,15,17,0,0,26.66
Australia VS West Indies,Winston Benjamin ,lbw b SR Waugh,9,ODI # 749,West Indies,15,15,34,2,0,100.00
Australia VS West Indies,Curtly Ambrose ,run out ,10,ODI # 749,West Indies,2,7,12,0,0,28.57
Australia VS West Indies,Anderson Cummins ,not out ,11,ODI # 749,West Indies,5,10,8,0,0,50.00
England VS Zimbabwe,Wayne James ,c & b Illingworth,1,ODI # 748,Zimbabwe,13,46,55,1,0,28.26
England VS Zimbabwe,Andy Flower †, b DeFreitas,2,ODI # 748,Zimbabwe,7,16,17,1,0,43.75
England VS Zimbabwe,Andy Pycroft ,c Gooch b Botham,3,ODI # 748,Zimbabwe,3,13,24,0,0,23.07
England VS Zimbabwe,Kevin Arnott ,lbw b Botham,4,ODI # 748,Zimbabwe,11,33,43,0,0,33.33
England VS Zimbabwe,Dave Houghton (c),c Fairbrother b Small,5,ODI # 748,Zimbabwe,29,74,90,2,0,39.18
England VS Zimbabwe,Andy Waller , b Tufnell,6,ODI # 748,Zimbabwe,8,16,15,1,0,50.00
England VS Zimbabwe,Ali Shah ,c Lamb b Tufnell,7,ODI # 748,Zimbabwe,3,16,21,0,0,18.75
England VS Zimbabwe,Iain Butchart ,c Fairbrother b Botham,8,ODI # 748,Zimbabwe,24,36,42,2,0,66.66
England VS Zimbabwe,Eddo Brandes ,st †Stewart b Illingworth,9,ODI # 748,Zimbabwe,14,24,25,1,0,58.33
England VS Zimbabwe,John Traicos ,not out ,10,ODI # 748,Zimbabwe,0,6,12,0,0,0.00
England VS Zimbabwe,Malcolm Jarvis ,lbw b Illingworth,11,ODI # 748,Zimbabwe,6,6,9,0,0,100.00
England VS Zimbabwe,Graham Gooch (c),lbw b Brandes,1,ODI # 748,England,0,1,1,0,0,0.00
England VS Zimbabwe,Ian Botham ,c †Flower b Omarshah,2,ODI # 748,England,18,34,45,4,0,52.94
England VS Zimbabwe,Allan Lamb ,c James b Brandes,3,ODI # 748,England,17,26,29,2,0,65.38
England VS Zimbabwe,Robin Smith , b Brandes,4,ODI # 748,England,2,13,15,0,0,15.38
England VS Zimbabwe,Graeme Hick , b Brandes,5,ODI # 748,England,0,6,12,0,0,0.00
England VS Zimbabwe,Neil Fairbrother ,c †Flower b Butchart,6,ODI # 748,England,20,77,132,0,0,25.97
England VS Zimbabwe,Alec Stewart †,c Waller b Omarshah,7,ODI # 748,England,29,96,94,3,0,30.20
England VS Zimbabwe,Phil DeFreitas ,c †Flower b Butchart,8,ODI # 748,England,4,17,14,0,0,23.52
England VS Zimbabwe,Richard Illingworth ,run out ,9,ODI # 748,England,11,20,28,0,0,55.00
England VS Zimbabwe,Gladstone Small ,c Pycroft b Jarvis,10,ODI # 748,England,5,18,20,0,0,27.77
England VS Zimbabwe,Phil Tufnell ,not out ,11,ODI # 748,England,0,0,3,0,0,-
New Zealand VS Pakistan,Mark Greatbatch ,c Saleem Malik b Mushtaq Ahmed,1,ODI # 747,New Zealand,42,67,106,5,1,62.68
New Zealand VS Pakistan,Rod Latham ,c Inzamam-ul-Haq b Aaqib Javed,2,ODI # 747,New Zealand,6,9,18,1,0,66.66
New Zealand VS Pakistan,Andrew Jones ,lbw b Wasim Akram,3,ODI # 747,New Zealand,2,3,5,0,0,66.66
New Zealand VS Pakistan,Martin Crowe (c),c Aamer Sohail b Wasim Akram,4,ODI # 747,New Zealand,3,20,23,0,0,15.00
New Zealand VS Pakistan,Ken Rutherford ,run out (Wasim Akram/†Moin Khan),5,ODI # 747,New Zealand,8,35,41,0,0,22.85
New Zealand VS Pakistan,Chris Harris ,st †Moin Khan b Mushtaq Ahmed,6,ODI # 747,New Zealand,1,6,6,0,0,16.66
New Zealand VS Pakistan,Dipak Patel ,c Mushtaq Ahmed b Aamer Sohail,7,ODI # 747,New Zealand,7,13,27,0,0,53.84
New Zealand VS Pakistan,Ian Smith †, b Imran Khan,8,ODI # 747,New Zealand,1,4,5,0,0,25.00
New Zealand VS Pakistan,Gavin Larsen , b Wasim Akram,9,ODI # 747,New Zealand,37,80,86,3,0,46.25
New Zealand VS Pakistan,Danny Morrison ,c Inzamam-ul-Haq b Wasim Akram,10,ODI # 747,New Zealand,12,45,55,1,0,26.66
New Zealand VS Pakistan,Willie Watson ,not out ,11,ODI # 747,New Zealand,5,13,17,0,0,38.46
New Zealand VS Pakistan,Aamer Sohail ,c Patel b Morrison,1,ODI # 747,Pakistan,0,1,1,0,0,0.00
New Zealand VS Pakistan,Ramiz Raja ,not out ,2,ODI # 747,Pakistan,119,155,173,16,0,76.77
New Zealand VS Pakistan,Inzamam-ul-Haq , b Morrison,3,ODI # 747,Pakistan,5,8,12,1,0,62.50
New Zealand VS Pakistan,Javed Miandad ,lbw b Morrison,4,ODI # 747,Pakistan,30,85,123,1,0,35.29
New Zealand VS Pakistan,Saleem Malik ,not out ,5,ODI # 747,Pakistan,9,23,34,1,0,39.13
Pakistan VS Sri Lanka,Roshan Mahanama , b Wasim Akram,1,ODI # 746,Sri Lanka,12,36,35,1,0,33.33
Pakistan VS Sri Lanka,Athula Samarasekera ,st †Moin Khan b Mushtaq Ahmed,2,ODI # 746,Sri Lanka,38,59,106,1,0,64.40
Pakistan VS Sri Lanka,Chandika Hathurusinghe , b Mushtaq Ahmed,3,ODI # 746,Sri Lanka,5,29,32,0,0,17.24
Pakistan VS Sri Lanka,Aravinda de Silva (c),c Aamer Sohail b Ijaz Ahmed,4,ODI # 746,Sri Lanka,43,56,64,2,0,76.78
Pakistan VS Sri Lanka,Asanka Gurusinha ,c Saleem Malik b Imran Khan,5,ODI # 746,Sri Lanka,37,54,77,2,0,68.51
Pakistan VS Sri Lanka,Arjuna Ranatunga ,c sub (Zahid Fazal) b Aamer Sohail,6,ODI # 746,Sri Lanka,7,19,18,0,0,36.84
Pakistan VS Sri Lanka,Hashan Tillakaratne †,not out ,7,ODI # 746,Sri Lanka,25,34,44,3,0,73.52
Pakistan VS Sri Lanka,Ruwan Kalpage ,not out ,8,ODI # 746,Sri Lanka,13,14,16,0,0,92.85
Pakistan VS Sri Lanka,Aamer Sohail ,c Mahanama b Ramanayake,1,ODI # 746,Pakistan,1,10,11,0,0,10.00
Pakistan VS Sri Lanka,Ramiz Raja ,c Gurusinha b Wickramasinghe,2,ODI # 746,Pakistan,32,56,92,3,0,57.14
Pakistan VS Sri Lanka,Imran Khan (c),c de Silva b Hathurusingha,3,ODI # 746,Pakistan,22,69,98,2,0,31.88
Pakistan VS Sri Lanka,Javed Miandad ,c Wickramasinghe b Gurusinha,4,ODI # 746,Pakistan,57,84,99,3,0,67.85
Pakistan VS Sri Lanka,Saleem Malik ,c Kalpage b Ramanayake,5,ODI # 746,Pakistan,51,66,98,2,0,77.27
Pakistan VS Sri Lanka,Inzamam-ul-Haq ,run out ,6,ODI # 746,Pakistan,11,11,15,0,0,100.00
Pakistan VS Sri Lanka,Ijaz Ahmed ,not out ,7,ODI # 746,Pakistan,8,6,11,1,0,133.33
Pakistan VS Sri Lanka,Wasim Akram ,not out ,8,ODI # 746,Pakistan,5,5,7,1,0,100.00
India VS South Africa,Kris Srikkanth ,c Kirsten b Donald,1,ODI # 745,India,0,5,5,0,0,0.00
India VS South Africa,Sanjay Manjrekar , b Kuiper,2,ODI # 745,India,28,53,72,0,0,52.83
India VS South Africa,Mohammad Azharuddin (c),c Kuiper b Pringle,3,ODI # 745,India,79,77,125,6,0,102.59
India VS South Africa,Sachin Tendulkar ,c Wessels b Kuiper,4,ODI # 745,India,14,14,14,1,0,100.00
India VS South Africa,Kapil Dev , b Donald,5,ODI # 745,India,42,29,33,3,1,144.82
India VS South Africa,Vinod Kambli ,run out ,6,ODI # 745,India,1,3,4,0,0,33.33
India VS South Africa,Pravin Amre ,not out ,7,ODI # 745,India,1,1,3,0,0,100.00
India VS South Africa,Javagal Srinath ,not out ,8,ODI # 745,India,0,0,1,0,0,-
India VS South Africa,Andrew Hudson , b Srinath,1,ODI # 745,South Africa,53,73,85,4,0,72.60
India VS South Africa,Peter Kirsten , b Kapil Dev,2,ODI # 745,South Africa,84,86,104,7,0,97.67
India VS South Africa,Adrian Kuiper ,run out (Srinath),3,ODI # 745,South Africa,7,6,13,0,0,116.66
India VS South Africa,Jonty Rhodes ,c Raju b Prabhakar,4,ODI # 745,South Africa,7,3,8,0,1,233.33
India VS South Africa,Kepler Wessels (c),not out ,5,ODI # 745,South Africa,9,6,13,1,0,150.00
India VS South Africa,Hansie Cronje ,not out ,6,ODI # 745,South Africa,8,6,9,1,0,133.33
New Zealand VS England,Alec Stewart (c)†,c Harris b Patel,1,ODI # 744,England,41,59,77,7,0,69.49
New Zealand VS England,Ian Botham , b Patel,2,ODI # 744,England,8,25,21,1,0,32.00
New Zealand VS England,Graeme Hick ,c Greatbatch b Harris,3,ODI # 744,England,56,70,94,6,1,80.00
